sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
141;BME280;65;48.778;9.160;2020-01-01T17:28:54;99884.00;;;4.12;86.07
141;BME280;65;48.778;9.160;2020-01-01T17:31:20;99898.00;;;4.00;86.28
141;BME280;65;48.778;9.160;2020-01-01T17:33:58;99895.00;;;3.88;86.79
141;BME280;65;48.778;9.160;2020-01-01T17:36:29;99893.00;;;3.95;86.96
141;BME280;65;48.778;9.160;2020-01-01T17:38:55;99901.00;;;3.98;86.46
141;BME280;65;48.778;9.160;2020-01-01T17:41:20;99893.00;;;3.89;86.81
141;BME280;65;48.778;9.160;2020-01-01T17:43:46;99897.00;;;3.64;87.94
141;BME280;65;48.778;9.160;2020-01-01T17:46:11;99896.00;;;3.57;88.72
141;BME280;65;48.778;9.160;2020-01-01T17:48:37;99895.00;;;3.63;88.34
141;BME280;65;48.778;9.160;2020-01-01T17:51:03;99906.00;;;3.52;89.18
141;BME280;65;48.778;9.160;2020-01-01T17:53:28;99903.00;;;3.61;89.09
141;BME280;65;48.778;9.160;2020-01-01T17:55:54;99906.00;;;3.62;88.67
141;BME280;65;48.778;9.160;2020-01-01T17:58:20;99903.00;;;3.41;90.00
141;BME280;65;48.778;9.160;2020-01-01T18:00:45;99907.00;;;3.28;90.95
141;BME280;65;48.778;9.160;2020-01-01T18:03:11;99903.00;;;3.22;92.24
141;BME280;65;48.778;9.160;2020-01-01T18:05:37;99898.00;;;3.36;91.17
141;BME280;65;48.778;9.160;2020-01-01T18:08:02;99902.00;;;3.44;90.32
141;BME280;65;48.778;9.160;2020-01-01T18:10:28;99895.00;;;3.49;89.98
141;BME280;65;48.778;9.160;2020-01-01T18:12:55;99896.00;;;3.45;90.18
141;BME280;65;48.778;9.160;2020-01-01T18:15:20;99896.00;;;3.54;89.18
141;BME280;65;48.778;9.160;2020-01-01T18:17:46;99891.00;;;3.61;88.70
141;BME280;65;48.778;9.160;2020-01-01T18:20:12;99889.00;;;3.38;89.67
141;BME280;65;48.778;9.160;2020-01-01T18:22:39;99893.00;;;3.23;90.63
141;BME280;65;48.778;9.160;2020-01-01T18:25:05;99895.00;;;3.12;91.98
141;BME280;65;48.778;9.160;2020-01-01T18:27:31;99899.00;;;3.36;91.19
141;BME280;65;48.778;9.160;2020-01-01T18:29:56;99900.00;;;3.27;90.45
141;BME280;65;48.778;9.160;2020-01-01T18:32:22;99896.00;;;3.12;92.10
141;BME280;65;48.778;9.160;2020-01-01T18:34:48;99895.00;;;3.19;92.11
141;BME280;65;48.778;9.160;2020-01-01T18:37:14;99897.00;;;3.38;91.00
141;BME280;65;48.778;9.160;2020-01-01T18:39:40;99896.00;;;3.33;90.02
141;BME280;65;48.778;9.160;2020-01-01T18:42:05;99905.00;;;3.18;90.95
141;BME280;65;48.778;9.160;2020-01-01T18:44:31;99898.00;;;3.17;91.38
141;BME280;65;48.778;9.160;2020-01-01T18:46:56;99900.00;;;3.24;91.51
141;BME280;65;48.778;9.160;2020-01-01T18:49:22;99896.00;;;3.09;91.68
141;BME280;65;48.778;9.160;2020-01-01T18:51:48;99894.00;;;3.02;92.31
141;BME280;65;48.778;9.160;2020-01-01T18:54:14;99896.00;;;2.87;93.21
141;BME280;65;48.778;9.160;2020-01-01T18:56:40;99899.00;;;3.03;93.12
141;BME280;65;48.778;9.160;2020-01-01T18:59:05;99886.00;;;2.84;94.28
141;BME280;65;48.778;9.160;2020-01-01T19:01:31;99891.00;;;2.93;94.52
141;BME280;65;48.778;9.160;2020-01-01T19:03:57;99894.00;;;3.11;92.66
141;BME280;65;48.778;9.160;2020-01-01T19:06:22;99894.00;;;3.30;91.47
141;BME280;65;48.778;9.160;2020-01-01T19:08:48;99887.00;;;2.99;91.96
141;BME280;65;48.778;9.160;2020-01-01T19:11:13;99889.00;;;2.83;93.81
141;BME280;65;48.778;9.160;2020-01-01T19:13:39;99888.00;;;2.98;92.76
141;BME280;65;48.778;9.160;2020-01-01T19:16:05;99880.00;;;2.90;93.38
141;BME280;65;48.778;9.160;2020-01-01T19:18:30;99893.00;;;2.85;93.72
141;BME280;65;48.778;9.160;2020-01-01T19:20:56;99891.00;;;2.95;92.62
141;BME280;65;48.778;9.160;2020-01-01T19:23:22;99896.00;;;2.93;92.63
141;BME280;65;48.778;9.160;2020-01-01T19:25:47;99898.00;;;2.85;93.30
141;BME280;65;48.778;9.160;2020-01-01T19:28:13;99895.00;;;2.80;93.77
141;BME280;65;48.778;9.160;2020-01-01T19:30:39;99894.00;;;2.87;93.36
141;BME280;65;48.778;9.160;2020-01-01T19:33:04;99896.00;;;2.76;93.43
141;BME280;65;48.778;9.160;2020-01-01T19:35:30;99894.00;;;2.72;94.44
141;BME280;65;48.778;9.160;2020-01-01T19:37:55;99884.00;;;2.79;93.69
141;BME280;65;48.778;9.160;2020-01-01T19:40:21;99891.00;;;2.75;93.04
141;BME280;65;48.778;9.160;2020-01-01T19:42:47;99896.00;;;2.62;93.57
141;BME280;65;48.778;9.160;2020-01-01T19:45:12;99893.00;;;2.67;94.07
141;BME280;65;48.778;9.160;2020-01-01T19:47:38;99899.00;;;2.81;92.82
141;BME280;65;48.778;9.160;2020-01-01T19:50:04;99899.00;;;2.86;92.41
141;BME280;65;48.778;9.160;2020-01-01T19:52:29;99895.00;;;2.80;92.17
141;BME280;65;48.778;9.160;2020-01-01T19:54:55;99896.00;;;2.78;92.70
141;BME280;65;48.778;9.160;2020-01-01T19:57:21;99891.00;;;2.84;92.18
141;BME280;65;48.778;9.160;2020-01-01T19:59:46;99899.00;;;2.61;92.13
141;BME280;65;48.778;9.160;2020-01-01T20:02:12;99886.00;;;2.41;94.55
141;BME280;65;48.778;9.160;2020-01-01T20:04:38;99888.00;;;2.57;94.37
141;BME280;65;48.778;9.160;2020-01-01T20:07:04;99885.00;;;2.59;93.49
141;BME280;65;48.778;9.160;2020-01-01T20:09:29;99889.00;;;2.55;94.85
141;BME280;65;48.778;9.160;2020-01-01T20:11:55;99894.00;;;2.52;94.62
141;BME280;65;48.778;9.160;2020-01-01T20:14:21;99898.00;;;2.57;93.32
141;BME280;65;48.778;9.160;2020-01-01T20:16:46;99886.00;;;2.50;93.97
141;BME280;65;48.778;9.160;2020-01-01T20:19:12;99891.00;;;2.56;94.17
141;BME280;65;48.778;9.160;2020-01-01T20:21:57;99888.00;;;2.42;94.24
141;BME280;65;48.778;9.160;2020-01-01T20:24:22;99886.00;;;2.56;93.79
141;BME280;65;48.778;9.160;2020-01-01T20:26:48;99891.00;;;2.29;94.95
141;BME280;65;48.778;9.160;2020-01-01T20:29:13;99886.00;;;2.41;95.34
141;BME280;65;48.778;9.160;2020-01-01T20:31:39;99892.00;;;2.31;94.82
141;BME280;65;48.778;9.160;2020-01-01T20:34:05;99892.00;;;2.46;95.34
141;BME280;65;48.778;9.160;2020-01-01T20:36:31;99900.00;;;2.28;95.53
141;BME280;65;48.778;9.160;2020-01-01T20:38:56;99895.00;;;2.33;95.55
141;BME280;65;48.778;9.160;2020-01-01T20:41:22;99887.00;;;2.37;95.01
141;BME280;65;48.778;9.160;2020-01-01T20:43:48;99882.00;;;2.33;95.18
141;BME280;65;48.778;9.160;2020-01-01T20:46:13;99891.00;;;2.35;94.17
141;BME280;65;48.778;9.160;2020-01-01T20:48:39;99878.00;;;2.33;94.73
141;BME280;65;48.778;9.160;2020-01-01T20:51:07;99875.00;;;2.44;94.32
141;BME280;65;48.778;9.160;2020-01-01T20:53:33;99875.00;;;2.44;93.88
141;BME280;65;48.778;9.160;2020-01-01T20:55:59;99872.00;;;2.42;94.03
141;BME280;65;48.778;9.160;2020-01-01T20:58:24;99868.00;;;2.40;93.28
141;BME280;65;48.778;9.160;2020-01-01T21:00:50;99868.00;;;2.52;92.92
141;BME280;65;48.778;9.160;2020-01-01T21:03:16;99871.00;;;2.38;92.63
141;BME280;65;48.778;9.160;2020-01-01T21:05:41;99868.00;;;2.10;94.93
141;BME280;65;48.778;9.160;2020-01-01T21:08:07;99863.00;;;2.15;95.31
141;BME280;65;48.778;9.160;2020-01-01T21:10:33;99855.00;;;2.13;95.88
141;BME280;65;48.778;9.160;2020-01-01T21:12:58;99853.00;;;2.18;95.58
141;BME280;65;48.778;9.160;2020-01-01T21:15:24;99855.00;;;2.01;95.69
141;BME280;65;48.778;9.160;2020-01-01T21:17:49;99850.00;;;2.05;95.07
141;BME280;65;48.778;9.160;2020-01-01T21:20:15;99852.00;;;2.28;94.87
141;BME280;65;48.778;9.160;2020-01-01T21:22:41;99849.00;;;2.47;92.27
141;BME280;65;48.778;9.160;2020-01-01T21:25:25;99846.00;;;2.54;91.54
141;BME280;65;48.778;9.160;2020-01-01T21:28:05;99847.00;;;2.30;91.90
141;BME280;65;48.778;9.160;2020-01-01T21:30:31;99845.00;;;2.16;92.05
141;BME280;65;48.778;9.160;2020-01-01T21:32:57;99848.00;;;2.18;93.43
141;BME280;65;48.778;9.160;2020-01-01T21:35:23;99840.00;;;2.10;93.08
141;BME280;65;48.778;9.160;2020-01-01T21:37:48;99839.00;;;2.22;92.92
141;BME280;65;48.778;9.160;2020-01-01T21:40:14;99834.00;;;2.25;92.66
141;BME280;65;48.778;9.160;2020-01-01T21:42:40;99844.00;;;2.28;92.22
141;BME280;65;48.778;9.160;2020-01-01T21:45:07;99833.00;;;2.06;92.24
141;BME280;65;48.778;9.160;2020-01-01T21:47:33;99839.00;;;2.16;92.20
141;BME280;65;48.778;9.160;2020-01-01T21:49:59;99832.00;;;2.09;91.69
141;BME280;65;48.778;9.160;2020-01-01T21:52:24;99837.00;;;1.96;92.79
141;BME280;65;48.778;9.160;2020-01-01T21:54:51;99837.00;;;1.78;94.95
141;BME280;65;48.778;9.160;2020-01-01T21:57:17;99824.00;;;2.04;94.47
141;BME280;65;48.778;9.160;2020-01-01T21:59:43;99829.00;;;2.23;92.59
141;BME280;65;48.778;9.160;2020-01-01T22:02:10;99829.00;;;2.24;92.41
141;BME280;65;48.778;9.160;2020-01-01T22:04:36;99818.00;;;2.11;93.17
141;BME280;65;48.778;9.160;2020-01-01T22:07:02;99820.00;;;2.07;92.85
141;BME280;65;48.778;9.160;2020-01-01T22:09:30;99823.00;;;2.19;92.84
141;BME280;65;48.778;9.160;2020-01-01T22:11:56;99821.00;;;2.30;92.09
141;BME280;65;48.778;9.160;2020-01-01T22:14:21;99824.00;;;2.35;91.45
141;BME280;65;48.778;9.160;2020-01-01T22:16:47;99820.00;;;2.23;91.44
141;BME280;65;48.778;9.160;2020-01-01T22:19:13;99821.00;;;2.25;91.82
141;BME280;65;48.778;9.160;2020-01-01T22:21:38;99822.00;;;2.22;92.11
141;BME280;65;48.778;9.160;2020-01-01T22:24:04;99817.00;;;2.26;91.68
141;BME280;65;48.778;9.160;2020-01-01T22:26:30;99802.00;;;2.22;90.98
141;BME280;65;48.778;9.160;2020-01-01T22:28:55;99815.00;;;2.11;91.72
141;BME280;65;48.778;9.160;2020-01-01T22:31:21;99807.00;;;2.08;91.57
141;BME280;65;48.778;9.160;2020-01-01T22:33:47;99800.00;;;2.02;92.48
141;BME280;65;48.778;9.160;2020-01-01T22:36:12;99795.00;;;1.88;92.96
141;BME280;65;48.778;9.160;2020-01-01T22:38:38;99799.00;;;1.88;93.64
141;BME280;65;48.778;9.160;2020-01-01T22:41:04;99794.00;;;1.85;93.30
141;BME280;65;48.778;9.160;2020-01-01T22:43:29;99798.00;;;1.95;93.09
141;BME280;65;48.778;9.160;2020-01-01T22:45:55;99794.00;;;1.77;94.35
141;BME280;65;48.778;9.160;2020-01-01T22:48:21;99799.00;;;1.71;95.09
141;BME280;65;48.778;9.160;2020-01-01T22:50:47;99785.00;;;1.75;95.09
141;BME280;65;48.778;9.160;2020-01-01T22:53:12;99776.00;;;1.79;95.19
141;BME280;65;48.778;9.160;2020-01-01T22:55:38;99778.00;;;1.77;95.22
141;BME280;65;48.778;9.160;2020-01-01T22:58:04;99774.00;;;1.84;95.30
141;BME280;65;48.778;9.160;2020-01-01T23:00:29;99775.00;;;2.02;93.45
141;BME280;65;48.778;9.160;2020-01-01T23:02:55;99777.00;;;1.89;93.88
141;BME280;65;48.778;9.160;2020-01-01T23:05:20;99780.00;;;1.86;94.22
141;BME280;65;48.778;9.160;2020-01-01T23:07:46;99783.00;;;1.88;94.33
141;BME280;65;48.778;9.160;2020-01-01T23:10:12;99792.00;;;1.77;94.49
141;BME280;65;48.778;9.160;2020-01-01T23:12:38;99794.00;;;1.77;94.67
141;BME280;65;48.778;9.160;2020-01-01T23:15:03;99787.00;;;1.81;94.54
141;BME280;65;48.778;9.160;2020-01-01T23:17:29;99785.00;;;1.69;94.70
141;BME280;65;48.778;9.160;2020-01-01T23:19:55;99790.00;;;1.75;95.05
141;BME280;65;48.778;9.160;2020-01-01T23:22:20;99785.00;;;1.72;95.02
141;BME280;65;48.778;9.160;2020-01-01T23:24:46;99780.00;;;1.75;95.34
141;BME280;65;48.778;9.160;2020-01-01T23:27:12;99784.00;;;1.70;95.24
141;BME280;65;48.778;9.160;2020-01-01T23:29:37;99778.00;;;1.72;95.57
141;BME280;65;48.778;9.160;2020-01-01T23:32:03;99781.00;;;1.52;96.62
141;BME280;65;48.778;9.160;2020-01-01T23:34:28;99781.00;;;1.52;97.16
141;BME280;65;48.778;9.160;2020-01-01T23:36:56;99780.00;;;1.51;97.58
141;BME280;65;48.778;9.160;2020-01-01T23:39:22;99781.00;;;1.57;97.59
141;BME280;65;48.778;9.160;2020-01-01T23:41:47;99783.00;;;1.65;96.42
141;BME280;65;48.778;9.160;2020-01-01T23:44:13;99778.00;;;1.64;96.48
141;BME280;65;48.778;9.160;2020-01-01T23:46:39;99776.00;;;1.64;95.83
141;BME280;65;48.778;9.160;2020-01-01T23:49:04;99769.00;;;1.93;94.47
141;BME280;65;48.778;9.160;2020-01-01T23:51:30;99770.00;;;1.82;93.61
141;BME280;65;48.778;9.160;2020-01-01T23:53:56;99766.00;;;1.93;93.24
141;BME280;65;48.778;9.160;2020-01-01T23:56:21;99776.00;;;1.93;93.44
141;BME280;65;48.778;9.160;2020-01-01T23:58:47;99770.00;;;1.91;92.48
